date,node,country,transport,version,lower,upper,clients,frac
2017-10-03,bridge,ps,,,,,12,68
2017-10-03,bridge,pt,,,,,85,68
2017-10-03,bridge,pw,,,,,1,68
2017-10-03,bridge,py,,,,,9,68
2017-10-03,bridge,qa,,,,,38,68
2017-10-03,bridge,re,,,,,10,68
2017-10-03,bridge,ro,,,,,184,68
2017-10-03,bridge,rs,,,,,42,68
2017-10-03,bridge,ru,,,,,7354,68
2017-10-03,bridge,rw,,,,,9,68
2017-10-03,bridge,sa,,,,,419,68
2017-10-03,bridge,sb,,,,,1,68
2017-10-03,bridge,sc,,,,,8,68
2017-10-03,bridge,sd,,,,,27,68
2017-10-03,bridge,se,,,,,207,68
2017-10-03,bridge,sg,,,,,94,68
2017-10-03,bridge,si,,,,,25,68
2017-10-03,bridge,sk,,,,,38,68
2017-10-03,bridge,sl,,,,,2,68
2017-10-03,bridge,sm,,,,,0,68
2017-10-03,bridge,sn,,,,,4,68
2017-10-03,bridge,so,,,,,6,68
2017-10-03,bridge,sr,,,,,5,68
2017-10-03,bridge,ss,,,,,2,68
2017-10-03,bridge,sv,,,,,25,68
2017-10-03,bridge,sx,,,,,2,68
2017-10-03,bridge,sy,,,,,11,68
2017-10-03,bridge,sz,,,,,2,68
2017-10-03,bridge,td,,,,,3,68
2017-10-03,bridge,tg,,,,,4,68
2017-10-03,bridge,th,,,,,74,68
2017-10-03,bridge,tj,,,,,10,68
2017-10-03,bridge,tl,,,,,0,68
2017-10-03,bridge,tm,,,,,77,68
2017-10-03,bridge,tn,,,,,65,68
2017-10-03,bridge,tr,,,,,2978,68
2017-10-03,bridge,tt,,,,,6,68
2017-10-03,bridge,tw,,,,,60,68
2017-10-03,bridge,tz,,,,,9,68
2017-10-03,bridge,ua,,,,,3272,68
2017-10-03,bridge,ug,,,,,15,68
2017-10-03,bridge,us,,,,,5561,68
2017-10-03,bridge,uy,,,,,23,68
2017-10-03,bridge,uz,,,,,81,68
2017-10-03,bridge,va,,,,,0,68
2017-10-03,bridge,ve,,,,,63,68
2017-10-03,bridge,vi,,,,,0,68
2017-10-03,bridge,vn,,,,,131,68
2017-10-03,bridge,xk,,,,,2,68
2017-10-03,bridge,ye,,,,,73,68
2017-10-03,bridge,za,,,,,133,68
2017-10-03,bridge,zm,,,,,4,68
2017-10-03,bridge,zw,,,,,22,68
2017-10-03,bridge,,,,,,44992,68
2017-10-03,bridge,,,v4,,,44066,68
2017-10-03,bridge,,,v6,,,927,68
2017-10-03,bridge,,<OR>,,,,2850,68
2017-10-03,bridge,,fte,,,,4,68
2017-10-03,bridge,,meek,,,,10988,68
2017-10-03,bridge,,obfs2,,,,7,68
2017-10-03,bridge,,obfs3,,,,2564,68
2017-10-03,bridge,,obfs4,,,,28494,68
2017-10-03,bridge,,scramblesuit,,,,84,68
2017-10-03,bridge,,snowflake,,,,2,68
2017-10-03,bridge,??,,,,,841,68
2017-10-04,relay,a1,,,0,16,3,75
2017-10-04,relay,a2,,,0,8,0,75
2017-10-04,relay,ad,,,62,235,132,75
2017-10-04,relay,ae,,,266199,499968,354920,75
2017-10-04,relay,af,,,198,561,306,75
2017-10-04,relay,ag,,,20,113,53,75
2017-10-04,relay,ai,,,0,19,5,75
2017-10-04,relay,al,,,538,1306,841,75
2017-10-04,relay,am,,,542,1314,946,75
2017-10-04,relay,an,,,,,1,75
2017-10-04,relay,ao,,,168,494,298,75
2017-10-04,relay,ap,,,,,1,75
2017-10-04,relay,aq,,,0,28,9,75
2017-10-04,relay,ar,,,9086,18047,13132,75
2017-10-04,relay,as,,,4,59,16,75
2017-10-04,relay,at,,,8537,16993,12619,75
2017-10-04,relay,au,,,18492,35990,26352,75
2017-10-04,relay,aw,,,32,152,85,75
2017-10-04,relay,ax,,,8,74,43,75
2017-10-04,relay,az,,,580,1395,1117,75
2017-10-04,relay,ba,,,839,1935,1058,75
2017-10-04,relay,bb,,,128,400,250,75
2017-10-04,relay,bd,,,2155,4589,3451,75
2017-10-04,relay,be,,,8194,16333,12562,75
2017-10-04,relay,bf,,,49,201,106,75
2017-10-04,relay,bg,,,6938,13915,9088,75
2017-10-04,relay,bh,,,526,1280,858,75
2017-10-04,relay,bi,,,9,77,38,75
2017-10-04,relay,bj,,,173,504,350,75
2017-10-04,relay,bl,,,0,28,8,75
2017-10-04,relay,bm,,,37,167,101,75
2017-10-04,relay,bn,,,165,485,345,75
2017-10-04,relay,bo,,,738,1725,1106,75
2017-10-04,relay,bq,,,0,32,10,75
2017-10-04,relay,br,,,27577,53205,39709,75
2017-10-04,relay,bs,,,162,480,287,75
2017-10-04,relay,bt,,,17,105,44,75
2017-10-04,relay,bw,,,126,395,201,75
2017-10-04,relay,by,,,3202,6658,3938,75
2017-10-04,relay,bz,,,87,300,162,75
2017-10-04,relay,ca,,,34204,65727,50243,75
2017-10-04,relay,cd,,,148,449,263,75
2017-10-04,relay,cf,,,0,32,12,75
2017-10-04,relay,cg,,,32,152,70,75
2017-10-04,relay,ch,,,11330,22345,16140,75
2017-10-04,relay,ci,,,345,891,600,75
2017-10-04,relay,ck,,,0,19,4,75
2017-10-04,relay,cl,,,3475,7192,5211,75
2017-10-04,relay,cm,,,390,989,465,75
2017-10-04,relay,cn,,,1376,3033,1368,75
2017-10-04,relay,co,,,4148,8509,6620,75
2017-10-04,relay,cr,,,706,1659,1135,75
2017-10-04,relay,cs,,,0,28,10,75
2017-10-04,relay,cu,,,264,713,448,75
2017-10-04,relay,cv,,,24,128,69,75
2017-10-04,relay,cw,,,66,244,117,75
2017-10-04,relay,cx,,,0,8,1,75
2017-10-04,relay,cy,,,890,2040,1313,75
2017-10-04,relay,cz,,,6830,13708,10520,75
2017-10-04,relay,de,,,160933,303374,288212,75
2017-10-04,relay,dj,,,37,167,98,75
2017-10-04,relay,dk,,,3970,8161,5893,75
2017-10-04,relay,dm,,,4,53,20,75
2017-10-04,relay,do,,,830,1918,1362,75
2017-10-04,relay,dz,,,1907,4097,2802,75
2017-10-04,relay,ec,,,1485,3252,2096,75
2017-10-04,relay,ee,,,1143,2558,1855,75
2017-10-04,relay,eg,,,1124,2521,954,75
2017-10-04,relay,er,,,0,8,4,75
2017-10-04,relay,es,,,26550,51263,38388,75
2017-10-04,relay,et,,,359,922,803,75
2017-10-04,relay,eu,,,8,76,23,75
2017-10-04,relay,fi,,,7675,15335,11526,75
2017-10-04,relay,fj,,,26,135,80,75
2017-10-04,relay,fk,,,,,1,75
2017-10-04,relay,fm,,,2,44,14,75
2017-10-04,relay,fo,,,21,120,56,75
2017-10-04,relay,fr,,,76271,144854,111032,75
2017-10-04,relay,ga,,,82,285,139,75
2017-10-04,relay,gb,,,54549,104051,95532,75
2017-10-04,relay,gd,,,34,159,71,75
2017-10-04,relay,ge,,,590,1416,949,75
2017-10-04,relay,gf,,,84,291,187,75
2017-10-04,relay,gg,,,28,138,81,75
2017-10-04,relay,gh,,,805,1864,1238,75
2017-10-04,relay,gi,,,17,105,45,75
2017-10-04,relay,gl,,,8,71,32,75
2017-10-04,relay,gm,,,20,113,51,75
2017-10-04,relay,gn,,,30,146,61,75
2017-10-04,relay,gp,,,175,510,330,75
2017-10-04,relay,gq,,,28,138,74,75
2017-10-04,relay,gr,,,4088,8392,6014,75
2017-10-04,relay,gt,,,534,1298,849,75
2017-10-04,relay,gu,,,61,234,121,75
2017-10-04,relay,gw,,,0,22,9,75
2017-10-04,relay,gy,,,69,252,137,75
2017-10-04,relay,hk,,,9103,18080,11747,75
2017-10-04,relay,hn,,,308,810,493,75
2017-10-04,relay,hr,,,1723,3730,2552,75
2017-10-04,relay,ht,,,134,413,228,75
2017-10-04,relay,hu,,,3533,7306,5208,75
2017-10-04,relay,id,,,27621,53290,39069,75
2017-10-04,relay,ie,,,7097,14221,10818,75
2017-10-04,relay,il,,,6827,13702,9702,75
2017-10-04,relay,im,,,89,303,179,75
2017-10-04,relay,in,,,23713,45892,34566,75
2017-10-04,relay,io,,,,,1,75
2017-10-04,relay,iq,,,1015,2298,1464,75
2017-10-04,relay,ir,,,4430,9060,7369,75
2017-10-04,relay,is,,,801,1855,1286,75
2017-10-04,relay,it,,,26569,51299,39050,75
2017-10-04,relay,je,,,45,188,110,75
2017-10-04,relay,jm,,,332,862,535,75
2017-10-04,relay,jo,,,919,2100,1558,75
2017-10-04,relay,jp,,,24770,47895,35663,75
2017-10-04,relay,ke,,,1143,2559,1707,75
2017-10-04,relay,kg,,,503,1232,654,75
2017-10-04,relay,kh,,,256,692,449,75
2017-10-04,relay,ki,,,0,16,10,75
2017-10-04,relay,km,,,1,40,17,75
2017-10-04,relay,kn,,,45,188,96,75
2017-10-04,relay,kp,,,16,101,25,75
2017-10-04,relay,kr,,,5054,10273,7191,75
2017-10-04,relay,kw,,,1073,2416,1710,75
2017-10-04,relay,ky,,,21,120,56,75
2017-10-04,relay,kz,,,1603,3489,2591,75
2017-10-04,relay,la,,,95,320,187,75
2017-10-04,relay,lb,,,622,1482,1016,75
2017-10-04,relay,lc,,,26,135,70,75
2017-10-04,relay,li,,,62,235,140,75
2017-10-04,relay,lk,,,618,1474,867,75
2017-10-04,relay,lr,,,90,305,172,75
2017-10-04,relay,ls,,,220,613,198,75
2017-10-04,relay,lt,,,35450,68078,53860,75
2017-10-04,relay,lu,,,1114,2498,1643,75
2017-10-04,relay,lv,,,4076,8369,6396,75
2017-10-04,relay,ly,,,353,909,584,75
2017-10-04,relay,ma,,,1829,3940,2757,75
2017-10-04,relay,mc,,,88,301,173,75
2017-10-04,relay,md,,,9811,19438,13983,75
2017-10-04,relay,me,,,221,614,380,75
2017-10-04,relay,mf,,,0,28,15,75
2017-10-04,relay,mg,,,291,773,476,75
2017-10-04,relay,mh,,,0,22,8,75
2017-10-04,relay,mk,,,547,1325,1012,75
2017-10-04,relay,ml,,,125,392,330,75
2017-10-04,relay,mm,,,166,489,234,75
2017-10-04,relay,mn,,,259,701,419,75
2017-10-04,relay,mo,,,169,495,211,75
2017-10-04,relay,mp,,,4,58,17,75
2017-10-04,relay,mq,,,200,568,356,75
2017-10-04,relay,mr,,,49,201,103,75
2017-10-04,relay,ms,,,0,13,2,75
2017-10-04,relay,mt,,,259,701,462,75
2017-10-04,relay,mu,,,367,938,643,75
2017-10-04,relay,mv,,,152,456,269,75
2017-10-04,relay,mw,,,51,205,97,75
2017-10-04,relay,mx,,,8995,17872,13243,75
2017-10-04,relay,my,,,3787,7804,5528,75
2017-10-04,relay,mz,,,115,368,185,75
2017-10-04,relay,na,,,145,440,251,75
2017-10-04,relay,nc,,,194,555,336,75
2017-10-04,relay,ne,,,43,183,87,75
2017-10-04,relay,nf,,,0,8,0,75
2017-10-04,relay,ng,,,1458,3197,2139,75
2017-10-04,relay,ni,,,334,867,471,75
2017-10-04,relay,nl,,,67761,128878,121511,75
2017-10-04,relay,no,,,4462,9121,6716,75
2017-10-04,relay,np,,,318,832,585,75
2017-10-04,relay,nr,,,0,8,0,75
2017-10-04,relay,nu,,,,,0,75
2017-10-04,relay,nz,,,2272,4824,3339,75
2017-10-04,relay,om,,,4027,8273,5564,75
2017-10-04,relay,pa,,,504,1234,880,75
2017-10-04,relay,pe,,,1709,3700,2632,75
2017-10-04,relay,pf,,,112,361,213,75
2017-10-04,relay,pg,,,90,307,170,75
2017-10-04,relay,ph,,,3212,6677,4741,75
2017-10-04,relay,pk,,,3356,6961,4898,75
2017-10-04,relay,pl,,,16366,31948,24802,75
2017-10-04,relay,pm,,,2,44,20,75
2017-10-04,relay,pr,,,38,170,142,75
2017-10-04,relay,ps,,,284,758,484,75
2017-10-04,relay,pt,,,4042,8301,6290,75
2017-10-04,relay,pw,,,0,29,8,75
2017-10-04,relay,py,,,565,1362,929,75
2017-10-04,relay,qa,,,1298,2873,1947,75
2017-10-04,relay,re,,,436,1088,716,75
2017-10-04,relay,ro,,,15636,30559,21723,75
2017-10-04,relay,rs,,,2089,4459,3221,75
2017-10-04,relay,ru,,,179375,337843,245038,75
2017-10-04,relay,rw,,,92,311,198,75
2017-10-04,relay,sa,,,4242,8693,6298,75
2017-10-04,relay,sb,,,1,41,23,75
2017-10-04,relay,sc,,,34055,65446,53968,75
2017-10-04,relay,sd,,,342,886,567,75
2017-10-04,relay,se,,,11759,23165,17274,75
2017-10-04,relay,sg,,,5502,11140,8568,75
2017-10-04,relay,si,,,1216,2707,1873,75
2017-10-04,relay,sk,,,2299,4877,3555,75
2017-10-04,relay,sl,,,19,111,63,75
2017-10-04,relay,sm,,,4,59,19,75
2017-10-04,relay,sn,,,330,856,589,75
2017-10-04,relay,so,,,46,192,118,75
2017-10-04,relay,sr,,,103,338,196,75
2017-10-04,relay,ss,,,27,137,69,75
2017-10-04,relay,st,,,0,19,10,75
2017-10-04,relay,sv,,,373,952,594,75
2017-10-04,relay,sx,,,0,32,13,75
2017-10-04,relay,sy,,,590,1415,931,75
2017-10-04,relay,sz,,,14,95,50,75
2017-10-04,relay,tc,,,1,40,16,75
2017-10-04,relay,td,,,16,102,46,75
2017-10-04,relay,tg,,,73,264,131,75
2017-10-04,relay,th,,,3804,7837,5773,75
2017-10-04,relay,tj,,,136,419,255,75
2017-10-04,relay,tl,,,3,49,11,75
2017-10-04,relay,tm,,,1,41,20,75
2017-10-04,relay,tn,,,1214,2704,1877,75
2017-10-04,relay,to,,,0,32,10,75
2017-10-04,relay,tr,,,2720,5709,4473,75
2017-10-04,relay,tt,,,371,947,591,75
2017-10-04,relay,tv,,,,,0,75
2017-10-04,relay,tw,,,20079,39003,23175,75
2017-10-04,relay,tz,,,235,646,356,75
2017-10-04,relay,ua,,,146667,276695,179111,75
2017-10-04,relay,ug,,,268,722,449,75
2017-10-04,relay,us,,,352163,660315,496062,75
2017-10-04,relay,uy,,,878,2016,1337,75
2017-10-04,relay,uz,,,553,1337,915,75
2017-10-04,relay,va,,,0,13,1,75
2017-10-04,relay,vc,,,12,88,35,75
2017-10-04,relay,ve,,,2810,5888,4216,75
2017-10-04,relay,vg,,,0,32,14,75
2017-10-04,relay,vi,,,0,16,7,75
2017-10-04,relay,vn,,,3556,7352,4965,75
2017-10-04,relay,vu,,,2,44,12,75
2017-10-04,relay,wf,,,0,8,3,75
2017-10-04,relay,ws,,,2,46,11,75
2017-10-04,relay,xk,,,16,101,42,75
2017-10-04,relay,ye,,,281,750,495,75
2017-10-04,relay,yt,,,12,89,39,75
2017-10-04,relay,za,,,3490,7224,5032,75
2017-10-04,relay,zm,,,128,400,214,75
2017-10-04,relay,zw,,,207,585,373,75
2017-10-04,relay,,,,,,2797892,75
2017-10-04,relay,??,,,,,40576,75
2017-10-04,bridge,a1,,,,,2,69
2017-10-04,bridge,a2,,,,,0,69
2017-10-04,bridge,ad,,,,,1,69
2017-10-04,bridge,ae,,,,,364,69
2017-10-04,bridge,af,,,,,8,69
2017-10-04,bridge,ag,,,,,2,69
2017-10-04,bridge,al,,,,,13,69
2017-10-04,bridge,am,,,,,10,69
2017-10-04,bridge,ao,,,,,12,69
2017-10-04,bridge,ar,,,,,155,69
2017-10-04,bridge,at,,,,,183,69
2017-10-04,bridge,au,,,,,442,69
2017-10-04,bridge,aw,,,,,3,69
2017-10-04,bridge,ax,,,,,0,69
2017-10-04,bridge,az,,,,,20,69
2017-10-04,bridge,ba,,,,,12,69
2017-10-04,bridge,bb,,,,,1,69
2017-10-04,bridge,bd,,,,,196,69
2017-10-04,bridge,be,,,,,116,69
2017-10-04,bridge,bf,,,,,4,69
2017-10-04,bridge,bg,,,,,50,69
2017-10-04,bridge,bh,,,,,14,69
2017-10-04,bridge,bi,,,,,2,69
2017-10-04,bridge,bj,,,,,3,69
2017-10-04,bridge,bm,,,,,2,69
2017-10-04,bridge,bn,,,,,6,69
2017-10-04,bridge,bo,,,,,29,69
2017-10-04,bridge,br,,,,,4363,69
2017-10-04,bridge,bs,,,,,4,69
2017-10-04,bridge,bt,,,,,1,69
2017-10-04,bridge,bw,,,,,4,69
2017-10-04,bridge,by,,,,,1190,69
2017-10-04,bridge,bz,,,,,5,69
2017-10-04,bridge,ca,,,,,534,69
2017-10-04,bridge,cd,,,,,8,69
2017-10-04,bridge,cg,,,,,8,69
2017-10-04,bridge,ch,,,,,403,69
2017-10-04,bridge,ci,,,,,15,69
2017-10-04,bridge,cl,,,,,105,69
2017-10-04,bridge,cm,,,,,18,69
2017-10-04,bridge,cn,,,,,718,69
2017-10-04,bridge,co,,,,,151,69
2017-10-04,bridge,cr,,,,,14,69
2017-10-04,bridge,cu,,,,,9,69
2017-10-04,bridge,cv,,,,,1,69
2017-10-04,bridge,cw,,,,,1,69
2017-10-04,bridge,cy,,,,,12,69
2017-10-04,bridge,cz,,,,,119,69
2017-10-04,bridge,de,,,,,1479,69
2017-10-04,bridge,dj,,,,,0,69
2017-10-04,bridge,dk,,,,,65,69
2017-10-04,bridge,do,,,,,17,69
2017-10-04,bridge,dz,,,,,170,69
2017-10-04,bridge,ec,,,,,45,69
2017-10-04,bridge,ee,,,,,18,69
2017-10-04,bridge,eg,,,,,1009,69
2017-10-04,bridge,er,,,,,2,69
2017-10-04,bridge,es,,,,,372,69
2017-10-04,bridge,et,,,,,42,69
2017-10-04,bridge,eu,,,,,21,69
2017-10-04,bridge,fi,,,,,140,69
2017-10-04,bridge,fj,,,,,4,69
2017-10-04,bridge,fo,,,,,2,69
2017-10-04,bridge,fr,,,,,837,69
2017-10-04,bridge,ga,,,,,4,69
2017-10-04,bridge,gb,,,,,1541,69
2017-10-04,bridge,gd,,,,,2,69
2017-10-04,bridge,ge,,,,,20,69
2017-10-04,bridge,gf,,,,,3,69
2017-10-04,bridge,gg,,,,,0,69
2017-10-04,bridge,gh,,,,,62,69
2017-10-04,bridge,gi,,,,,2,69
2017-10-04,bridge,gl,,,,,3,69
2017-10-04,bridge,gm,,,,,4,69
2017-10-04,bridge,gn,,,,,4,69
2017-10-04,bridge,gp,,,,,3,69
2017-10-04,bridge,gq,,,,,4,69
2017-10-04,bridge,gr,,,,,92,69
2017-10-04,bridge,gt,,,,,18,69
2017-10-04,bridge,gu,,,,,1,69
2017-10-04,bridge,gy,,,,,1,69
2017-10-04,bridge,hk,,,,,74,69
2017-10-04,bridge,hn,,,,,11,69
2017-10-04,bridge,hr,,,,,25,69
2017-10-04,bridge,ht,,,,,2,69
2017-10-04,bridge,hu,,,,,73,69
2017-10-04,bridge,id,,,,,326,69
2017-10-04,bridge,ie,,,,,89,69
2017-10-04,bridge,il,,,,,79,69
2017-10-04,bridge,im,,,,,5,69
2017-10-04,bridge,in,,,,,1197,69
2017-10-04,bridge,iq,,,,,16,69
2017-10-04,bridge,ir,,,,,1136,69
2017-10-04,bridge,is,,,,,16,69
2017-10-04,bridge,it,,,,,571,69
2017-10-04,bridge,je,,,,,5,69
2017-10-04,bridge,jm,,,,,10,69
2017-10-04,bridge,jo,,,,,66,69
2017-10-04,bridge,jp,,,,,433,69
2017-10-04,bridge,ke,,,,,64,69
2017-10-04,bridge,kg,,,,,13,69
2017-10-04,bridge,kh,,,,,5,69
2017-10-04,bridge,kr,,,,,92,69
2017-10-04,bridge,kw,,,,,32,69
2017-10-04,bridge,ky,,,,,2,69
2017-10-04,bridge,kz,,,,,293,69
2017-10-04,bridge,la,,,,,2,69
2017-10-04,bridge,lb,,,,,22,69
2017-10-04,bridge,lc,,,,,2,69
2017-10-04,bridge,li,,,,,2,69
2017-10-04,bridge,lk,,,,,29,69
2017-10-04,bridge,lr,,,,,8,69
2017-10-04,bridge,ls,,,,,3,69
2017-10-04,bridge,lt,,,,,30,69
2017-10-04,bridge,lu,,,,,23,69
2017-10-04,bridge,lv,,,,,39,69
2017-10-04,bridge,ly,,,,,31,69
2017-10-04,bridge,ma,,,,,107,69
2017-10-04,bridge,md,,,,,44,69
2017-10-04,bridge,me,,,,,3,69
2017-10-04,bridge,mg,,,,,16,69
2017-10-04,bridge,mk,,,,,15,69
2017-10-04,bridge,ml,,,,,6,69
2017-10-04,bridge,mm,,,,,5,69
2017-10-04,bridge,mn,,,,,13,69
2017-10-04,bridge,mo,,,,,8,69
2017-10-04,bridge,mp,,,,,0,69
2017-10-04,bridge,mq,,,,,9,69
2017-10-04,bridge,mr,,,,,1,69
2017-10-04,bridge,mt,,,,,5,69
2017-10-04,bridge,mu,,,,,10,69
2017-10-04,bridge,mv,,,,,8,69
2017-10-04,bridge,mw,,,,,1,69
2017-10-04,bridge,mx,,,,,318,69
2017-10-04,bridge,my,,,,,113,69
2017-10-04,bridge,mz,,,,,4,69
2017-10-04,bridge,na,,,,,3,69
2017-10-04,bridge,nc,,,,,1,69
2017-10-04,bridge,ne,,,,,8,69
2017-10-04,bridge,ng,,,,,107,69
2017-10-04,bridge,ni,,,,,7,69
2017-10-04,bridge,nl,,,,,498,69
2017-10-04,bridge,no,,,,,78,69
2017-10-04,bridge,np,,,,,8,69
2017-10-04,bridge,nz,,,,,51,69
2017-10-04,bridge,om,,,,,44,69
2017-10-04,bridge,pa,,,,,15,69
2017-10-04,bridge,pe,,,,,58,69
2017-10-04,bridge,pf,,,,,3,69
2017-10-04,bridge,pg,,,,,6,69
2017-10-04,bridge,ph,,,,,135,69
2017-10-04,bridge,pk,,,,,149,69
2017-10-04,bridge,pl,,,,,272,69
2017-10-04,bridge,pr,,,,,5,69
2017-10-04,bridge,ps,,,,,18,69
2017-10-04,bridge,pt,,,,,89,69
2017-10-04,bridge,pw,,,,,1,69
2017-10-04,bridge,py,,,,,18,69
2017-10-04,bridge,qa,,,,,41,69
2017-10-04,bridge,re,,,,,10,69
2017-10-04,bridge,ro,,,,,187,69
2017-10-04,bridge,rs,,,,,37,69
2017-10-04,bridge,ru,,,,,7260,69
2017-10-04,bridge,rw,,,,,10,69
2017-10-04,bridge,sa,,,,,416,69
2017-10-04,bridge,sb,,,,,2,69
2017-10-04,bridge,sc,,,,,11,69
2017-10-04,bridge,sd,,,,,29,69
2017-10-04,bridge,se,,,,,210,69
2017-10-04,bridge,sg,,,,,93,69
2017-10-04,bridge,si,,,,,27,69
2017-10-04,bridge,sk,,,,,35,69
2017-10-04,bridge,sl,,,,,3,69
2017-10-04,bridge,sm,,,,,0,69
2017-10-04,bridge,sn,,,,,6,69
2017-10-04,bridge,so,,,,,6,69
2017-10-04,bridge,sr,,,,,4,69
2017-10-04,bridge,ss,,,,,2,69
2017-10-04,bridge,sv,,,,,17,69
2017-10-04,bridge,sx,,,,,0,69
2017-10-04,bridge,sy,,,,,14,69
2017-10-04,bridge,sz,,,,,3,69
2017-10-04,bridge,td,,,,,3,69
2017-10-04,bridge,tg,,,,,5,69
2017-10-04,bridge,th,,,,,63,69
2017-10-04,bridge,tj,,,,,9,69
2017-10-04,bridge,tm,,,,,78,69
2017-10-04,bridge,tn,,,,,57,69
2017-10-04,bridge,tr,,,,,2923,69
2017-10-04,bridge,tt,,,,,5,69
2017-10-04,bridge,tw,,,,,53,69
2017-10-04,bridge,tz,,,,,8,69
2017-10-04,bridge,ua,,,,,3198,69
2017-10-04,bridge,ug,,,,,15,69
2017-10-04,bridge,us,,,,,5409,69
2017-10-04,bridge,uy,,,,,22,69
2017-10-04,bridge,uz,,,,,84,69
2017-10-04,bridge,va,,,,,0,69
2017-10-04,bridge,vc,,,,,0,69
2017-10-04,bridge,ve,,,,,63,69
2017-10-04,bridge,vi,,,,,0,69
2017-10-04,bridge,vn,,,,,89,69
2017-10-04,bridge,xk,,,,,2,69
2017-10-04,bridge,ye,,,,,64,69
2017-10-04,bridge,za,,,,,134,69
2017-10-04,bridge,zm,,,,,4,69
2017-10-04,bridge,zw,,,,,19,69
2017-10-04,bridge,,,,,,43932,69
2017-10-04,bridge,,,v4,,,42982,69
2017-10-04,bridge,,,v6,,,950,69
2017-10-04,bridge,,<OR>,,,,2600,69
2017-10-04,bridge,,fte,,,,5,69
2017-10-04,bridge,,meek,,,,10527,69
2017-10-04,bridge,,obfs2,,,,7,69
2017-10-04,bridge,,obfs3,,,,2481,69
2017-10-04,bridge,,obfs4,,,,28216,69
2017-10-04,bridge,,scramblesuit,,,,93,69
2017-10-04,bridge,,snowflake,,,,3,69
2017-10-04,bridge,??,,,,,806,69
2017-10-05,relay,a1,,,0,16,3,76
2017-10-05,relay,a2,,,,,0,76
2017-10-05,relay,ad,,,66,246,136,76
2017-10-05,relay,ae,,,273267,522553,363242,76
2017-10-05,relay,af,,,173,512,305,76
2017-10-05,relay,ag,,,25,134,54,76
2017-10-05,relay,ai,,,0,19,4,76
2017-10-05,relay,al,,,531,1310,837,76
2017-10-05,relay,am,,,551,1355,995,76
2017-10-05,relay,an,,,,,1,76
2017-10-05,relay,ao,,,147,450,310,76
2017-10-05,relay,ap,,,0,8,1,76
2017-10-05,relay,aq,,,0,28,7,76
2017-10-05,relay,ar,,,8969,18132,12907,76
2017-10-05,relay,as,,,4,57,18,76
2017-10-05,relay,at,,,8185,16602,12437,76
2017-10-05,relay,au,,,17821,35332,25746,76
2017-10-05,relay,aw,,,32,153,86,76
2017-10-05,relay,ax,,,10,79,40,76
2017-10-05,relay,az,,,614,1487,1259,76
2017-10-05,relay,ba,,,671,1610,1044,76
2017-10-05,relay,bb,,,131,410,261,76
2017-10-05,relay,bd,,,2001,4354,3264,76
2017-10-05,relay,be,,,8703,17613,13368,76
2017-10-05,relay,bf,,,46,193,100,76
2017-10-05,relay,bg,,,5948,12210,9215,76
2017-10-05,relay,bh,,,526,1300,836,76
2017-10-05,relay,bi,,,8,73,39,76
2017-10-05,relay,bj,,,179,526,323,76
2017-10-05,relay,bl,,,0,25,9,76
2017-10-05,relay,bm,,,35,162,85,76
2017-10-05,relay,bn,,,168,498,360,76
2017-10-05,relay,bo,,,719,1712,1126,76
2017-10-05,relay,bq,,,1,39,9,76
2017-10-05,relay,br,,,27197,53428,38517,76
2017-10-05,relay,bs,,,161,484,286,76
2017-10-05,relay,bt,,,17,104,40,76
2017-10-05,relay,bw,,,116,374,183,76
2017-10-05,relay,by,,,3208,6782,3780,76
2017-10-05,relay,bz,,,92,314,158,76
2017-10-05,relay,ca,,,33374,65313,49362,76
2017-10-05,relay,cd,,,146,447,254,76
2017-10-05,relay,cf,,,0,29,14,76
2017-10-05,relay,cg,,,31,149,69,76
2017-10-05,relay,ch,,,11026,22146,15707,76
2017-10-05,relay,ci,,,343,898,577,76
2017-10-05,relay,ck,,,0,19,2,76
2017-10-05,relay,cl,,,3366,7098,4800,76
2017-10-05,relay,cm,,,383,986,450,76
2017-10-05,relay,cn,,,1179,2674,997,76
2017-10-05,relay,co,,,4244,8845,6976,76
2017-10-05,relay,cr,,,705,1681,1072,76
2017-10-05,relay,cs,,,0,28,8,76
2017-10-05,relay,cu,,,269,733,448,76
2017-10-05,relay,cv,,,27,137,73,76
2017-10-05,relay,cw,,,66,246,119,76
2017-10-05,relay,cx,,,0,16,3,76
2017-10-05,relay,cy,,,768,1815,1325,76
2017-10-05,relay,cz,,,6733,13754,10318,76
2017-10-05,relay,de,,,170973,328021,302004,76
2017-10-05,relay,dj,,,40,177,95,76
2017-10-05,relay,dk,,,3861,8083,5823,76
2017-10-05,relay,dm,,,3,53,20,76
2017-10-05,relay,do,,,812,1908,1330,76
2017-10-05,relay,dz,,,1840,4028,2776,76
2017-10-05,relay,ec,,,1502,3339,2057,76
2017-10-05,relay,ee,,,1131,2574,1783,76
2017-10-05,relay,eg,,,999,2301,920,76
2017-10-05,relay,er,,,0,16,3,76
2017-10-05,relay,es,,,26925,52904,37695,76
2017-10-05,relay,et,,,454,1145,753,76
2017-10-05,relay,eu,,,8,75,23,76
2017-10-05,relay,fi,,,7479,15220,11116,76
2017-10-05,relay,fj,,,32,152,71,76
2017-10-05,relay,fk,,,,,0,76
2017-10-05,relay,fm,,,3,53,16,76
2017-10-05,relay,fo,,,21,118,50,76
