date,node,country,transport,version,lower,upper,clients,frac
2017-10-07,relay,ax,,,9,73,34,84
2017-10-07,relay,az,,,512,1277,883,84
2017-10-07,relay,ba,,,1208,2764,902,84
2017-10-07,relay,bb,,,115,369,235,84
2017-10-07,relay,bd,,,1677,3740,3105,84
2017-10-07,relay,be,,,7249,15003,9161,84
2017-10-07,relay,bf,,,31,146,75,84
2017-10-07,relay,bg,,,5257,11015,7579,84
2017-10-07,relay,bh,,,457,1158,1643,84
2017-10-07,relay,bi,,,8,70,22,84
2017-10-07,relay,bj,,,128,402,238,84
2017-10-07,relay,bl,,,0,25,5,84
2017-10-07,relay,bm,,,35,160,83,84
2017-10-07,relay,bn,,,137,425,271,84
2017-10-07,relay,bo,,,568,1400,866,84
2017-10-07,relay,bq,,,0,25,7,84
2017-10-07,relay,br,,,22292,44741,31593,84
2017-10-07,relay,bs,,,128,402,265,84
2017-10-07,relay,bt,,,4,54,39,84
2017-10-07,relay,bw,,,57,220,123,84
2017-10-07,relay,by,,,2708,5861,3492,84
2017-10-07,relay,bz,,,68,249,136,84
2017-10-07,relay,ca,,,30223,60309,43956,84
2017-10-07,relay,cd,,,141,436,229,84
2017-10-07,relay,cf,,,0,32,11,84
2017-10-07,relay,cg,,,21,118,57,84
2017-10-07,relay,ch,,,9126,18742,13275,84
2017-10-07,relay,ci,,,246,682,431,84
2017-10-07,relay,ck,,,0,20,4,84
2017-10-07,relay,cl,,,2677,5797,3852,84
2017-10-07,relay,cm,,,267,730,397,84
2017-10-07,relay,cn,,,567,1399,971,84
2017-10-07,relay,co,,,3520,7511,5620,84
2017-10-07,relay,cr,,,595,1459,918,84
2017-10-07,relay,cs,,,0,14,7,84
2017-10-07,relay,cu,,,166,494,308,84
2017-10-07,relay,cv,,,19,111,52,84
2017-10-07,relay,cw,,,50,202,95,84
2017-10-07,relay,cx,,,0,12,2,84
2017-10-07,relay,cy,,,653,1584,985,84
2017-10-07,relay,cz,,,6135,12776,9117,84
2017-10-07,relay,de,,,166127,324819,302105,84
2017-10-07,relay,dj,,,38,169,83,84
2017-10-07,relay,dk,,,3390,7249,5109,84
2017-10-07,relay,dm,,,2,46,15,84
2017-10-07,relay,do,,,670,1620,1055,84
2017-10-07,relay,dz,,,1615,3613,2624,84
2017-10-07,relay,ec,,,1126,2590,1915,84
2017-10-07,relay,ee,,,1089,2513,1707,84
2017-10-07,relay,eg,,,952,2224,858,84
2017-10-07,relay,er,,,0,17,1,84
2017-10-07,relay,es,,,21562,43306,29247,84
2017-10-07,relay,et,,,313,836,475,84
2017-10-07,relay,eu,,,11,84,39,84
2017-10-07,relay,fi,,,6798,14102,10411,84
2017-10-07,relay,fj,,,26,130,72,84
2017-10-07,relay,fk,,,,,1,84
2017-10-07,relay,fm,,,0,33,16,84
2017-10-07,relay,fo,,,24,126,45,84
2017-10-07,relay,fr,,,64571,127415,105259,84
2017-10-07,relay,ga,,,57,221,120,84
2017-10-07,relay,gb,,,47339,93793,85964,84
2017-10-07,relay,gd,,,21,115,60,84
2017-10-07,relay,ge,,,498,1247,843,84
2017-10-07,relay,gf,,,69,252,148,84
2017-10-07,relay,gg,,,26,130,70,84
2017-10-07,relay,gh,,,551,1364,897,84
2017-10-07,relay,gi,,,10,78,33,84
2017-10-07,relay,gl,,,6,62,34,84
2017-10-07,relay,gm,,,13,89,39,84
2017-10-07,relay,gn,,,21,116,51,84
2017-10-07,relay,gp,,,156,471,292,84
2017-10-07,relay,gq,,,9,76,47,84
2017-10-07,relay,gr,,,3412,7293,5150,84
2017-10-07,relay,gt,,,389,1005,648,84
2017-10-07,relay,gu,,,42,179,111,84
2017-10-07,relay,gw,,,0,27,6,84
2017-10-07,relay,gy,,,45,188,107,84
2017-10-07,relay,hk,,,7681,15864,12867,84
2017-10-07,relay,hn,,,244,677,405,84
2017-10-07,relay,hr,,,1391,3146,2226,84
2017-10-07,relay,ht,,,87,300,217,84
2017-10-07,relay,hu,,,3046,6548,4702,84
2017-10-07,relay,id,,,14572,29532,26720,84
2017-10-07,relay,ie,,,6405,13316,9253,84
2017-10-07,relay,il,,,6142,12790,7751,84
2017-10-07,relay,im,,,79,279,160,84
2017-10-07,relay,in,,,17487,35283,28998,84
2017-10-07,relay,io,,,,,0,84
2017-10-07,relay,iq,,,855,2018,1308,84
2017-10-07,relay,ir,,,3539,7548,6026,84
2017-10-07,relay,is,,,698,1681,1170,84
2017-10-07,relay,it,,,21452,43090,31339,84
2017-10-07,relay,je,,,41,177,104,84
2017-10-07,relay,jm,,,275,749,463,84
2017-10-07,relay,jo,,,824,1952,1416,84
2017-10-07,relay,jp,,,22159,44480,31885,84
2017-10-07,relay,ke,,,821,1945,1287,84
2017-10-07,relay,kg,,,329,870,488,84
2017-10-07,relay,kh,,,192,557,412,84
2017-10-07,relay,ki,,,0,8,3,84
2017-10-07,relay,km,,,1,36,9,84
2017-10-07,relay,kn,,,38,169,78,84
2017-10-07,relay,kp,,,7,65,29,84
2017-10-07,relay,kr,,,4486,9464,6848,84
2017-10-07,relay,kw,,,980,2282,1632,84
2017-10-07,relay,ky,,,21,116,50,84
2017-10-07,relay,kz,,,1358,3078,2296,84
2017-10-07,relay,la,,,59,226,151,84
2017-10-07,relay,lb,,,538,1335,847,84
2017-10-07,relay,lc,,,23,124,64,84
2017-10-07,relay,li,,,45,187,118,84
2017-10-07,relay,lk,,,449,1139,739,84
2017-10-07,relay,lr,,,75,269,144,84
2017-10-07,relay,ls,,,60,229,159,84
2017-10-07,relay,lt,,,28928,57769,5693,84
2017-10-07,relay,lu,,,962,2244,1346,84
2017-10-07,relay,lv,,,3266,6996,5723,84
2017-10-07,relay,ly,,,311,830,515,84
2017-10-07,relay,ma,,,1508,3391,2333,84
2017-10-07,relay,mc,,,59,226,118,84
2017-10-07,relay,md,,,8489,17474,12619,84
2017-10-07,relay,me,,,184,536,306,84
2017-10-07,relay,mf,,,0,27,15,84
2017-10-07,relay,mg,,,162,485,302,84
2017-10-07,relay,mh,,,0,17,3,84
2017-10-07,relay,mk,,,419,1071,926,84
2017-10-07,relay,ml,,,69,252,348,84
2017-10-07,relay,mm,,,117,376,212,84
2017-10-07,relay,mn,,,167,495,290,84
2017-10-07,relay,mo,,,148,452,351,84
2017-10-07,relay,mp,,,1,38,15,84
2017-10-07,relay,mq,,,174,516,295,84
2017-10-07,relay,mr,,,31,148,74,84
2017-10-07,relay,ms,,,0,12,3,84
2017-10-07,relay,mt,,,222,627,397,84
2017-10-07,relay,mu,,,332,879,563,84
2017-10-07,relay,mv,,,131,411,260,84
2017-10-07,relay,mw,,,36,163,74,84
2017-10-07,relay,mx,,,7018,14541,10707,84
2017-10-07,relay,my,,,2873,6196,4319,84
2017-10-07,relay,mz,,,83,290,167,84
2017-10-07,relay,na,,,97,326,199,84
2017-10-07,relay,nc,,,158,474,277,84
2017-10-07,relay,ne,,,22,119,56,84
2017-10-07,relay,nf,,,,,0,84
2017-10-07,relay,ng,,,1035,2400,1614,84
2017-10-07,relay,ni,,,218,618,315,84
2017-10-07,relay,nl,,,66089,130373,43073,84
2017-10-07,relay,no,,,3858,8196,5792,84
2017-10-07,relay,np,,,237,661,577,84
2017-10-07,relay,nr,,,,,1,84
2017-10-07,relay,nz,,,1945,4294,2996,84
2017-10-07,relay,om,,,3572,7617,4980,84
2017-10-07,relay,pa,,,412,1057,682,84
2017-10-07,relay,pe,,,1352,3066,2157,84
2017-10-07,relay,pf,,,99,330,192,84
2017-10-07,relay,pg,,,49,198,124,84
2017-10-07,relay,ph,,,2750,5945,4243,84
2017-10-07,relay,pk,,,2771,5988,4278,84
2017-10-07,relay,pl,,,13533,27478,21280,84
2017-10-07,relay,pm,,,2,44,14,84
2017-10-07,relay,pr,,,40,175,135,84
2017-10-07,relay,ps,,,240,669,444,84
2017-10-07,relay,pt,,,3661,7797,5162,84
2017-10-07,relay,pw,,,0,20,6,84
2017-10-07,relay,py,,,449,1139,713,84
2017-10-07,relay,qa,,,1163,2669,1842,84
2017-10-07,relay,re,,,376,978,627,84
2017-10-07,relay,ro,,,12885,26197,7845,84
2017-10-07,relay,rs,,,1713,3815,2739,84
2017-10-07,relay,ru,,,150869,295208,210124,84
2017-10-07,relay,rw,,,58,224,145,84
2017-10-07,relay,sa,,,3817,8113,5533,84
2017-10-07,relay,sb,,,0,32,14,84
2017-10-07,relay,sc,,,35550,70744,6442,84
2017-10-07,relay,sd,,,291,785,470,84
2017-10-07,relay,se,,,10051,20580,15000,84
2017-10-07,relay,sg,,,5113,10725,7622,84
2017-10-07,relay,sh,,,,,0,84
2017-10-07,relay,si,,,1005,2335,1652,84
2017-10-07,relay,sk,,,1936,4276,3060,84
2017-10-07,relay,sl,,,11,84,46,84
2017-10-07,relay,sm,,,0,32,14,84
2017-10-07,relay,sn,,,264,724,424,84
2017-10-07,relay,so,,,39,171,97,84
2017-10-07,relay,sr,,,81,285,148,84
2017-10-07,relay,ss,,,11,84,43,84
2017-10-07,relay,st,,,0,23,3,84
2017-10-07,relay,sv,,,285,771,514,84
2017-10-07,relay,sx,,,0,33,18,84
2017-10-07,relay,sy,,,526,1308,816,84
2017-10-07,relay,sz,,,5,59,23,84
2017-10-07,relay,tc,,,0,32,14,84
2017-10-07,relay,td,,,15,96,36,84
2017-10-07,relay,tg,,,50,203,98,84
2017-10-07,relay,th,,,3014,6483,4695,84
2017-10-07,relay,tj,,,97,326,193,84
2017-10-07,relay,tl,,,0,25,8,84
2017-10-07,relay,tm,,,2,44,21,84
2017-10-07,relay,tn,,,1305,2967,1587,84
2017-10-07,relay,to,,,0,20,1,84
2017-10-07,relay,tr,,,2374,5177,3758,84
2017-10-07,relay,tt,,,325,864,556,84
2017-10-07,relay,tv,,,,,0,84
2017-10-07,relay,tw,,,14495,29379,22152,84
2017-10-07,relay,tz,,,150,455,316,84
2017-10-07,relay,ua,,,111941,219599,162099,84
2017-10-07,relay,ug,,,198,571,325,84
2017-10-07,relay,us,,,299325,582984,433033,84
2017-10-07,relay,uy,,,699,1683,1070,84
2017-10-07,relay,uz,,,443,1124,741,84
2017-10-07,relay,va,,,,,2,84
2017-10-07,relay,vc,,,7,65,26,84
2017-10-07,relay,ve,,,2201,4823,3300,84
2017-10-07,relay,vg,,,0,33,10,84
2017-10-07,relay,vi,,,0,20,6,84
2017-10-07,relay,vn,,,2756,5958,4230,84
2017-10-07,relay,vu,,,0,20,13,84
2017-10-07,relay,wf,,,0,32,6,84
2017-10-07,relay,ws,,,0,8,5,84
2017-10-07,relay,xk,,,14,92,53,84
2017-10-07,relay,ye,,,239,667,422,84
2017-10-07,relay,yt,,,11,81,43,84
2017-10-07,relay,za,,,2569,5577,4173,84
2017-10-07,relay,zm,,,79,279,181,84
2017-10-07,relay,zw,,,151,459,281,84
2017-10-07,relay,,,,,,2358624,84
2017-10-07,relay,??,,,,,37675,84
2017-10-07,relay,eh,,,,,0,84
2017-10-07,bridge,a1,,,,,1,67
2017-10-07,bridge,a2,,,,,0,67
2017-10-07,bridge,ae,,,,,365,67
2017-10-07,bridge,af,,,,,10,67
2017-10-07,bridge,ag,,,,,1,67
2017-10-07,bridge,al,,,,,13,67
2017-10-07,bridge,am,,,,,9,67
2017-10-07,bridge,ao,,,,,5,67
2017-10-07,bridge,ar,,,,,102,67
2017-10-07,bridge,as,,,,,1,67
2017-10-07,bridge,at,,,,,152,67
2017-10-07,bridge,au,,,,,418,67
2017-10-07,bridge,aw,,,,,2,67
2017-10-07,bridge,ax,,,,,0,67
2017-10-07,bridge,az,,,,,18,67
2017-10-07,bridge,ba,,,,,7,67
2017-10-07,bridge,bb,,,,,4,67
2017-10-07,bridge,bd,,,,,187,67
2017-10-07,bridge,be,,,,,114,67
2017-10-07,bridge,bf,,,,,2,67
2017-10-07,bridge,bg,,,,,43,67
2017-10-07,bridge,bh,,,,,14,67
2017-10-07,bridge,bi,,,,,2,67
2017-10-07,bridge,bj,,,,,2,67
2017-10-07,bridge,bm,,,,,2,67
2017-10-07,bridge,bn,,,,,4,67
2017-10-07,bridge,bo,,,,,25,67
2017-10-07,bridge,br,,,,,4061,67
2017-10-07,bridge,bs,,,,,2,67
2017-10-07,bridge,bt,,,,,1,67
2017-10-07,bridge,bw,,,,,4,67
2017-10-07,bridge,by,,,,,1129,67
2017-10-07,bridge,bz,,,,,2,67
2017-10-07,bridge,ca,,,,,524,67
2017-10-07,bridge,cd,,,,,10,67
2017-10-07,bridge,cf,,,,,1,67
2017-10-07,bridge,cg,,,,,1,67
2017-10-07,bridge,ch,,,,,331,67
2017-10-07,bridge,ci,,,,,16,67
2017-10-07,bridge,ck,,,,,1,67
2017-10-07,bridge,cl,,,,,68,67
2017-10-07,bridge,cm,,,,,18,67
2017-10-07,bridge,cn,,,,,861,67
2017-10-07,bridge,co,,,,,125,67
2017-10-07,bridge,cr,,,,,18,67
2017-10-07,bridge,cu,,,,,26,67
2017-10-07,bridge,cw,,,,,1,67
2017-10-07,bridge,cx,,,,,1,67
2017-10-07,bridge,cy,,,,,12,67
2017-10-07,bridge,cz,,,,,113,67
2017-10-07,bridge,de,,,,,1495,67
2017-10-07,bridge,dj,,,,,0,67
2017-10-07,bridge,dk,,,,,73,67
2017-10-07,bridge,do,,,,,18,67
2017-10-07,bridge,dz,,,,,132,67
2017-10-07,bridge,ec,,,,,30,67
2017-10-07,bridge,ee,,,,,14,67
2017-10-07,bridge,eg,,,,,1052,67
2017-10-07,bridge,er,,,,,1,67
2017-10-07,bridge,es,,,,,306,67
2017-10-07,bridge,et,,,,,30,67
2017-10-07,bridge,eu,,,,,22,67
2017-10-07,bridge,fi,,,,,116,67
2017-10-07,bridge,fj,,,,,3,67
2017-10-07,bridge,fk,,,,,0,67
2017-10-07,bridge,fo,,,,,2,67
2017-10-07,bridge,fr,,,,,810,67
2017-10-07,bridge,ga,,,,,4,67
2017-10-07,bridge,gb,,,,,1555,67
2017-10-07,bridge,gd,,,,,1,67
2017-10-07,bridge,ge,,,,,12,67
2017-10-07,bridge,gf,,,,,1,67
2017-10-07,bridge,gg,,,,,1,67
2017-10-07,bridge,gh,,,,,44,67
2017-10-07,bridge,gi,,,,,2,67
2017-10-07,bridge,gl,,,,,1,67
2017-10-07,bridge,gm,,,,,4,67
2017-10-07,bridge,gn,,,,,2,67
2017-10-07,bridge,gp,,,,,3,67
2017-10-07,bridge,gq,,,,,3,67
2017-10-07,bridge,gr,,,,,65,67
2017-10-07,bridge,gt,,,,,15,67
2017-10-07,bridge,gu,,,,,2,67
2017-10-07,bridge,gy,,,,,2,67
2017-10-07,bridge,hk,,,,,89,67
2017-10-07,bridge,hn,,,,,8,67
2017-10-07,bridge,hr,,,,,28,67
2017-10-07,bridge,ht,,,,,2,67
2017-10-07,bridge,hu,,,,,65,67
2017-10-07,bridge,id,,,,,266,67
2017-10-07,bridge,ie,,,,,70,67
2017-10-07,bridge,il,,,,,67,67
2017-10-07,bridge,im,,,,,23,67
2017-10-07,bridge,in,,,,,1085,67
2017-10-07,bridge,iq,,,,,15,67
2017-10-07,bridge,ir,,,,,1174,67
2017-10-07,bridge,is,,,,,13,67
2017-10-07,bridge,it,,,,,523,67
2017-10-07,bridge,je,,,,,4,67
2017-10-07,bridge,jm,,,,,7,67
2017-10-07,bridge,jo,,,,,64,67
2017-10-07,bridge,jp,,,,,446,67
2017-10-07,bridge,ke,,,,,51,67
2017-10-07,bridge,kg,,,,,22,67
2017-10-07,bridge,kh,,,,,5,67
2017-10-07,bridge,kn,,,,,1,67
2017-10-07,bridge,kr,,,,,100,67
2017-10-07,bridge,kw,,,,,34,67
2017-10-07,bridge,ky,,,,,4,67
2017-10-07,bridge,kz,,,,,324,67
2017-10-07,bridge,la,,,,,1,67
2017-10-07,bridge,lb,,,,,20,67
2017-10-07,bridge,lc,,,,,3,67
2017-10-07,bridge,li,,,,,9,67
2017-10-07,bridge,lk,,,,,37,67
2017-10-07,bridge,lr,,,,,9,67
2017-10-07,bridge,ls,,,,,2,67
2017-10-07,bridge,lt,,,,,30,67
2017-10-07,bridge,lu,,,,,23,67
2017-10-07,bridge,lv,,,,,33,67
2017-10-07,bridge,ly,,,,,26,67
2017-10-07,bridge,ma,,,,,89,67
2017-10-07,bridge,mc,,,,,2,67
2017-10-07,bridge,md,,,,,39,67
2017-10-07,bridge,me,,,,,3,67
2017-10-07,bridge,mg,,,,,8,67
2017-10-07,bridge,mk,,,,,9,67
2017-10-07,bridge,ml,,,,,3,67
2017-10-07,bridge,mm,,,,,4,67
2017-10-07,bridge,mn,,,,,6,67
2017-10-07,bridge,mo,,,,,4,67
2017-10-07,bridge,mq,,,,,20,67
2017-10-07,bridge,mr,,,,,0,67
2017-10-07,bridge,mt,,,,,5,67
2017-10-07,bridge,mu,,,,,7,67
2017-10-07,bridge,mv,,,,,4,67
2017-10-07,bridge,mw,,,,,2,67
2017-10-07,bridge,mx,,,,,257,67
2017-10-07,bridge,my,,,,,111,67
2017-10-07,bridge,mz,,,,,3,67
2017-10-07,bridge,na,,,,,2,67
2017-10-07,bridge,nc,,,,,1,67
2017-10-07,bridge,ne,,,,,10,67
2017-10-07,bridge,ng,,,,,87,67
2017-10-07,bridge,ni,,,,,6,67
2017-10-07,bridge,nl,,,,,459,67
2017-10-07,bridge,no,,,,,76,67
2017-10-07,bridge,np,,,,,13,67
2017-10-07,bridge,nz,,,,,44,67
2017-10-07,bridge,om,,,,,42,67
2017-10-07,bridge,pa,,,,,16,67
2017-10-07,bridge,pe,,,,,46,67
2017-10-07,bridge,pf,,,,,3,67
2017-10-07,bridge,pg,,,,,6,67
2017-10-07,bridge,ph,,,,,106,67
2017-10-07,bridge,pk,,,,,115,67
2017-10-07,bridge,pl,,,,,242,67
2017-10-07,bridge,pr,,,,,4,67
2017-10-07,bridge,ps,,,,,11,67
2017-10-07,bridge,pt,,,,,89,67
2017-10-07,bridge,pw,,,,,0,67
2017-10-07,bridge,py,,,,,9,67
2017-10-07,bridge,qa,,,,,41,67
2017-10-07,bridge,re,,,,,10,67
2017-10-07,bridge,ro,,,,,170,67
2017-10-07,bridge,rs,,,,,26,67
2017-10-07,bridge,ru,,,,,7020,67
2017-10-07,bridge,rw,,,,,7,67
2017-10-07,bridge,sa,,,,,460,67
2017-10-07,bridge,sb,,,,,0,67
2017-10-07,bridge,sc,,,,,4,67
2017-10-07,bridge,sd,,,,,23,67
2017-10-07,bridge,se,,,,,193,67
2017-10-07,bridge,sg,,,,,96,67
2017-10-07,bridge,si,,,,,23,67
2017-10-07,bridge,sk,,,,,34,67
2017-10-07,bridge,sl,,,,,1,67
2017-10-07,bridge,sm,,,,,0,67
2017-10-07,bridge,sn,,,,,4,67
2017-10-07,bridge,so,,,,,10,67
2017-10-07,bridge,sr,,,,,4,67
2017-10-07,bridge,ss,,,,,2,67
2017-10-07,bridge,sv,,,,,11,67
2017-10-07,bridge,sy,,,,,18,67
2017-10-07,bridge,sz,,,,,1,67
2017-10-07,bridge,td,,,,,1,67
2017-10-07,bridge,tg,,,,,3,67
2017-10-07,bridge,th,,,,,55,67
2017-10-07,bridge,tj,,,,,7,67
2017-10-07,bridge,tm,,,,,76,67
2017-10-07,bridge,tn,,,,,46,67
2017-10-07,bridge,tr,,,,,3135,67
2017-10-07,bridge,tt,,,,,4,67
2017-10-07,bridge,tw,,,,,51,67
2017-10-07,bridge,tz,,,,,6,67
2017-10-07,bridge,ua,,,,,2867,67
2017-10-07,bridge,ug,,,,,14,67
2017-10-07,bridge,us,,,,,5095,67
2017-10-07,bridge,uy,,,,,17,67
2017-10-07,bridge,uz,,,,,97,67
2017-10-07,bridge,va,,,,,0,67
2017-10-07,bridge,ve,,,,,54,67
2017-10-07,bridge,vg,,,,,1,67
2017-10-07,bridge,vi,,,,,1,67
2017-10-07,bridge,vn,,,,,66,67
2017-10-07,bridge,vu,,,,,0,67
2017-10-07,bridge,ws,,,,,0,67
2017-10-07,bridge,xk,,,,,3,67
2017-10-07,bridge,ye,,,,,61,67
2017-10-07,bridge,za,,,,,116,67
2017-10-07,bridge,zm,,,,,5,67
2017-10-07,bridge,zw,,,,,24,67
2017-10-07,bridge,,,,,,42063,67
2017-10-07,bridge,,,v4,,,41132,67
2017-10-07,bridge,,,v6,,,930,67
2017-10-07,bridge,,<OR>,,,,2296,67
2017-10-07,bridge,,fte,,,,6,67
2017-10-07,bridge,,meek,,,,10093,67
2017-10-07,bridge,,obfs2,,,,4,67
2017-10-07,bridge,,obfs3,,,,2374,67
2017-10-07,bridge,,obfs4,,,,27218,67
2017-10-07,bridge,,scramblesuit,,,,69,67
2017-10-07,bridge,,snowflake,,,,3,67
2017-10-07,bridge,??,,,,,812,67
2017-10-08,relay,a1,,,0,18,4,83
2017-10-08,relay,ad,,,50,220,124,83
2017-10-08,relay,ae,,,218638,475616,328907,83
2017-10-08,relay,af,,,140,474,409,83
2017-10-08,relay,ag,,,16,109,58,83
2017-10-08,relay,ai,,,0,21,5,83
2017-10-08,relay,al,,,395,1125,693,83
2017-10-08,relay,am,,,404,1148,816,83
2017-10-08,relay,an,,,,,0,83
2017-10-08,relay,ao,,,95,350,212,83
2017-10-08,relay,ap,,,0,8,0,83
2017-10-08,relay,aq,,,0,15,8,83
2017-10-08,relay,ar,,,6532,15093,10313,83
2017-10-08,relay,as,,,1,37,12,83
2017-10-08,relay,at,,,6850,15802,11663,83
2017-10-08,relay,au,,,14511,32740,23241,83
2017-10-08,relay,aw,,,24,136,65,83
2017-10-08,relay,ax,,,9,82,37,83
2017-10-08,relay,az,,,600,1626,966,83
2017-10-08,relay,ba,,,750,1985,900,83
2017-10-08,relay,bb,,,116,408,232,83
2017-10-08,relay,bd,,,1628,4037,3347,83
2017-10-08,relay,be,,,6974,16077,9502,83
2017-10-08,relay,bf,,,32,161,79,83
2017-10-08,relay,bg,,,5107,11911,8487,83
2017-10-08,relay,bh,,,424,1197,3482,83
2017-10-08,relay,bi,,,5,61,23,83
2017-10-08,relay,bj,,,109,390,236,83
2017-10-08,relay,bl,,,0,18,4,83
2017-10-08,relay,bm,,,35,172,80,83
2017-10-08,relay,bn,,,143,481,276,83
2017-10-08,relay,bo,,,450,1261,840,83
2017-10-08,relay,bq,,,0,26,10,83
2017-10-08,relay,br,,,20022,44848,31065,83
2017-10-08,relay,bs,,,116,408,241,83
2017-10-08,relay,bt,,,4,57,38,83
2017-10-08,relay,bw,,,43,199,119,83
2017-10-08,relay,by,,,2599,6259,3745,83
2017-10-08,relay,bz,,,59,248,134,83
2017-10-08,relay,ca,,,28002,62319,43949,83
2017-10-08,relay,cd,,,121,423,235,83
2017-10-08,relay,cf,,,0,30,11,83
2017-10-08,relay,cg,,,19,120,61,83
2017-10-08,relay,ch,,,8636,19768,13698,83
2017-10-08,relay,ci,,,215,670,414,83
2017-10-08,relay,ck,,,0,23,5,83
2017-10-08,relay,cl,,,2480,5990,3698,83
2017-10-08,relay,cm,,,222,689,400,83
2017-10-08,relay,cn,,,579,1574,1053,83
2017-10-08,relay,co,,,2918,6985,5650,83
2017-10-08,relay,cr,,,532,1461,927,83
2017-10-08,relay,cs,,,,,7,83
2017-10-08,relay,cu,,,125,433,253,83
2017-10-08,relay,cv,,,18,116,52,83
2017-10-08,relay,cw,,,44,202,102,83
2017-10-08,relay,cx,,,0,18,3,83
2017-10-08,relay,cy,,,541,1483,960,83
2017-10-08,relay,cz,,,5672,13174,9495,83
2017-10-08,relay,de,,,153376,334474,309877,83
2017-10-08,relay,dj,,,35,175,86,83
2017-10-08,relay,dk,,,3206,7636,5215,83
2017-10-08,relay,dm,,,2,47,15,83
2017-10-08,relay,do,,,584,1585,981,83
2017-10-08,relay,dz,,,1527,3804,2614,83
2017-10-08,relay,ec,,,960,2481,1632,83
2017-10-08,relay,ee,,,965,2495,1711,83
2017-10-08,relay,eg,,,891,2318,799,83
2017-10-08,relay,er,,,0,15,2,83
2017-10-08,relay,es,,,20034,44874,30371,83
2017-10-08,relay,et,,,281,840,470,83
2017-10-08,relay,eu,,,9,82,23,83
2017-10-08,relay,fi,,,6284,14538,10470,83
2017-10-08,relay,fj,,,24,134,70,83
2017-10-08,relay,fk,,,0,8,0,83
2017-10-08,relay,fm,,,0,30,15,83
2017-10-08,relay,fo,,,18,116,48,83
2017-10-08,relay,fr,,,61387,135057,114026,83
2017-10-08,relay,ga,,,51,223,116,83
2017-10-08,relay,gb,,,45254,99957,87814,83
2017-10-08,relay,gd,,,20,122,59,83
2017-10-08,relay,ge,,,466,1299,809,83
2017-10-08,relay,gf,,,60,251,136,83
2017-10-08,relay,gg,,,27,145,77,83
2017-10-08,relay,gh,,,462,1291,830,83
2017-10-08,relay,gi,,,12,92,37,83
2017-10-08,relay,gl,,,5,60,29,83
2017-10-08,relay,gm,,,11,88,42,83
2017-10-08,relay,gn,,,15,105,50,83
2017-10-08,relay,gp,,,143,482,286,83
2017-10-08,relay,gq,,,11,87,43,83
2017-10-08,relay,gr,,,3213,7654,5237,83
2017-10-08,relay,gt,,,341,990,599,83
2017-10-08,relay,gu,,,44,202,112,83
2017-10-08,relay,gw,,,0,28,5,83
2017-10-08,relay,gy,,,38,182,112,83
2017-10-08,relay,hk,,,8704,19918,12935,83
2017-10-08,relay,hn,,,215,672,407,83
2017-10-08,relay,hr,,,1276,3222,2271,83
2017-10-08,relay,ht,,,77,300,166,83
2017-10-08,relay,hu,,,2877,6892,4849,83
2017-10-08,relay,id,,,16849,37882,30399,83
2017-10-08,relay,ie,,,5941,13775,9426,83
2017-10-08,relay,il,,,5759,13368,8039,83
2017-10-08,relay,im,,,71,283,167,83
2017-10-08,relay,in,,,16088,36210,28239,83
2017-10-08,relay,io,,,,,0,83
2017-10-08,relay,iq,,,789,2077,1277,83
2017-10-08,relay,ir,,,3383,8037,6360,83
2017-10-08,relay,is,,,637,1713,1212,83
2017-10-08,relay,it,,,19633,43994,31148,83
2017-10-08,relay,je,,,44,202,92,83
2017-10-08,relay,jm,,,255,774,480,83
2017-10-08,relay,jo,,,743,1969,1404,83
2017-10-08,relay,jp,,,20487,45867,32463,83
2017-10-08,relay,ke,,,734,1946,1255,83
2017-10-08,relay,kg,,,269,811,481,83
2017-10-08,relay,kh,,,176,569,355,83
2017-10-08,relay,ki,,,0,18,4,83
2017-10-08,relay,km,,,0,35,12,83
2017-10-08,relay,kn,,,34,169,88,83
2017-10-08,relay,kp,,,8,77,32,83
2017-10-08,relay,kr,,,4581,10731,6923,83
2017-10-08,relay,kw,,,908,2360,1611,83
2017-10-08,relay,ky,,,18,116,50,83
2017-10-08,relay,kz,,,1296,3268,2337,83
2017-10-08,relay,la,,,58,244,169,83
2017-10-08,relay,lb,,,494,1368,856,83
2017-10-08,relay,lc,,,19,120,72,83
2017-10-08,relay,li,,,50,218,114,83
2017-10-08,relay,lk,,,424,1197,783,83
2017-10-08,relay,lr,,,65,263,158,83
2017-10-08,relay,ls,,,77,301,169,83
2017-10-08,relay,lt,,,27005,60140,5492,83
2017-10-08,relay,lu,,,877,2286,1378,83
2017-10-08,relay,lv,,,3697,8746,6449,83
2017-10-08,relay,ly,,,299,887,510,83
2017-10-08,relay,ma,,,1393,3494,2317,83
2017-10-08,relay,mc,,,58,244,130,83
2017-10-08,relay,md,,,7843,18006,12833,83
2017-10-08,relay,me,,,167,547,322,83
2017-10-08,relay,mf,,,0,28,19,83
2017-10-08,relay,mg,,,146,489,293,83
2017-10-08,relay,mh,,,0,26,3,83
2017-10-08,relay,mk,,,335,975,701,83
2017-10-08,relay,ml,,,168,550,147,83
2017-10-08,relay,mm,,,99,362,229,83
2017-10-08,relay,mn,,,167,547,317,83
2017-10-08,relay,mo,,,193,614,283,83
2017-10-08,relay,mp,,,1,42,14,83
2017-10-08,relay,mq,,,166,544,309,83
2017-10-08,relay,mr,,,27,145,73,83
